question,answer
07신형도 높낮이 조절 되나요?,안녕하세요 고객님 해당 제품 높낮이 조절이 힘듭니다 감사합니다
XJC03 야전침대에 싱글사이즈 자충매트가 맞게 올라갈까요??,네 고객님 딱 맞을 것 같습니다 ㄱ마사합니다
"제품중에 레버형이라고 젤 설치가편한건.어떤제품인가요
여자혼자서쓸수있을정도로 편한걸알려주세요.신형7번제품인가요",네 고객님 신형 7번 제품이 무게상으로 제일 가볍고 설치도 간편하기 떄문에 추천드리고 있습니다 감사합니다
수비다 에어텐트 대형에 이 타프 사용하면 될까요? 타프 사이즈 궁금합니다,"네 고객님 사용가능하십니다, 타프 사이즌 5*4m입니다 감사합니다!"
"가족5명입니다.
사이즈 어떤거하면되나요
글고 무게는 얼마인가요","안녕하세요 고객님 5분이시면 대형을 추천드립니다.
무게는 38kg생각하시면 됩니다 감사합니다"
07시리즈 품절이던데 언제 재입고 되나여?,안녕하세요 고객님 해당 제품 현재 입고되어 배송이 가능할 예정입니다 재고 수량 풀어드리도록 하겠습니다 감사합니다
"NH XJC04 블랙 재고가있을까요?
지금은 시간이 늦었고 내일 아침 수요일에주문할건데 
당일발송해주시나요?",네 고객님 12시 이전에 주문해주시면 당일 발주 가능합니다. 주문 넣어주시면 감사하겠습니다
"더블인가요?
2명이 잘수있나요?",네 고객님 더블 입니다 2명이 잘 수 있습니다 감사합니다
어제주문완료  내일물건 받아보수있나요  배송지는수원입니다,안녕하세요 고객님 보통 저희 택배가 하루 이틀이면 배송완료가 됩니다. 다만 정확히 받아보실 수 있을지 확답은 어려운점 양해부탁드리겠습니다 감사합니다.
수비다 에어텐트에 호환되는 제품인가요?,안녕하세요 고객님 네 해당 제품 호환 가능하며 지금 촬영중에 있습니다!
"오늘 매트 받았습니다.
저도 블랭킷 보내주세요~~","안녕하세요 고객님
문의주신 블랭킷 현재 재고소진으로 요번주에 입고되며, 차주에 순차적으로 배송 도와드리고있습니다!
입고되는대로 사은품 배송 도와드리겠습니다.
감사합니다"
넵 !! 그럼 입고되고 보내주시면 감사드리겠습니다!!,"안녕하세요 고객님
네 입고되는대로 배송 도와드리겠습니다!
감사합니다."
상품은 잘 받았구요 정말 좋네요 근대 블랭킷은 안오는건가요....??,안녕하세요 고객님 지금 블랭킷이 품절인 상황이라서 재입고되면 다시 보내드려도 괜찮을까요?? 감사합니다!
Pvc재질인데 환경호르몬은 없나요?아이가 있어 문의드립니다,안녕하세요 고객님 해당 제품 현재 유해물질 검출 테스트까지 문제없이 마친 제품으로써 안심하시고 사용가능합니다! 감사합니다!
자동펌프로 계속 켜놓으면 터지나요?,안녕하세요 고객님 펌프를 계속 켜놓으시면 제품에 공기가 과주입되어 제품에 손상이 갈 수 있습니다 참고 부탁드리겠습니다 감사합니다
"드디어 에어매트
받았어요. 그런데 사은품이 안왔습니다.
따로라도 보내쥬세요",안녕하세요 고객님 지금 블랭킷이 품절인 상황이라서 재입고되면 다시 보내드려도 괜찮을까요?? 감사합니다!
상품은 받았는데 블랭킷은 안왔는데 따로 보내주시나요?,안녕하세요 고객님 해당 현재 블랭킷이 품절되어 입고되셤 보내드리도록 하겠습니다. 유선상으로 연락드렸었는데 부재중이셔서 전달을 못드렸습니다. 블랭킷 재입고되면 보내드리도록 하겠습니다 감사합니다.
"매트는 잘 빋았습니다 사은품으로 블랭킷주신다고 했는데
따로 발송해주시는 건가요??",안녕하세요 고객님 해당 현재 블랭킷이 품절되어 입고되셤 보내드리도록 하겠습니다. 유선상으로 연락드렸었는데 부재중이셔서 전달을 못드렸습니다. 블랭킷 재입고되면 보내드리도록 하겠습니다 감사합니다
"첫설치 하였는데 다리속 고무줄이 끊어져있습니다.
톡톡으로 사진보냈으니 확인부탁드려요",안녕하세요 고객님 확인하도록 하겠습니다. 감사합니다.
"혹시 미니 사이즈는 만드실 계획 있으신가요?
에어텐트도 한번 도전해보고 싶은데 무게도 그렇고 작은 사이즈를 선호해서요",안녕하세요 고객님 아직 수비다는 해당 제품보다 작은 사이즈는 계획에 없습니다 ㅠ 참고하여 제작에 신경쓰도록 하겠씁니다 감사합니다
"2월3일에 주문한건데요
1차 입고배송이 끝났다고 적어놓으셨던데
2차면 담주 수요일 이후에 발송하나요? 
왜 계속 바뀝니까",안녕하세요 고객님 해당 제품 금일 배송될 에정입니다 기다려주셔서 정말 감사합니다
검수신청은어떻게하는건가요??아직배송전이에요,"안녕하세요 고객님
주문해주신 상품 출고되었고, 창고측에서 검수후에 배송 도와드리고있습니다!
그라운드시트 부분 묻은 먼지는 제조과정에서 생긴 먼지라 완전히 깨끗한상태로 배송오지못한는점 말씀드립니다. 
감사합니다."
"안녕하세요!
15일날 주문했는데 
배송은 언제쯤 받을수있을까요!",안녕하세요 고객님 해당 제품 금일 배송될 에정입니다 기다려주셔서 정말 감사합니다
"맨처음에는 25일전….그 이후에는 화요일 출고….
이젠 3/8일 출고인가요??? 날짜를 확실히 알려주세요!!!
이게 모하는 건가요??그냥 출고되면 아익후 감사합니다
해야되나요?? 늦어지는거 가지고 모라고 하는게
아닙니다 날짜를 확실히 알려주셔야죠!! 지난번에도 맨바닥에서 그냥 잤자나요!!!! 한겨울에",안녕하세요 고객님 기다려주셔서 정말 감사하며 불편을 끼쳐 드려 대단히 죄송합니다. 해당 제품 현재 순차 배송중에 있어서 고객님 제품 내일 배송예정중에 있습니다 기다려주셔서 정말 감사합니다
70개 구매 가능한가요?,안녕하세요 고객님 유선상으로 말씀 드려도 될까요? 전화번호 톡톡으로 남겨주시면 감사하겠습니다!
대략적인 출고 날자좀 알수 있을까요?,안녕하세요 고객님 수비다입니다. 먼저 빠르게 배송해드리지 못해 정말 죄송하다는 말씀드립니다... 주문건 확인해보니 고객님 주문건은 익일자로 발송이 될 예정에 있습니다. 내일 꼼꼼히 검수하여 좋은 제품으로 발송해드릴 수 있도록 하겠습니다. 배송이 지연되어 한번 더 죄송하다는 말씀 드립니다.
"70개 구매 가능한가요?
짝맞춰서 말고 개별로 받고 싶습니다",안녕하세요 고객님 개별로 받고 싶다는 말씀은 모든 한쪽 방향으로 받고 싶으시다는 말씀이실까요??
인텍스프림재고있나요,안녕하세요 고객님 현재 인텍스 제품은 재입고가 안되고 있습니다 ㅠㅠ 죄송합니다
46cm 오늘 주문하면 언제 배송시작될까요..?,안녕하세요 고객님 금일 주문해주시면 다음주 화요일날 배송이 가능할 예정입니다!
2월 19일 구매 완료했는데 이번 순차배송에 포함되는지 궁금합니다. 아래 질문 글 보니 늦어도 다음주 안에 배송해주신다는 답변이 있는데 네이버 지연 내용 부분에는 4월 19일까지 발송 예정으로 돼있어서요. 제 구매분은 이번 순차배송에 포함이 아닌 건가요?,안녕하세요 고객님 고객님 구매해주신 순번으로는 다음주 화요일날 배송출발할 예정입니다 감사합니다
접었을때 사이즈가 궁금합니다,"안녕하세요 고객님 수비다입니다.

현재 문의주신 자충매트 10cm 상품 더블 사이즈의 경우 접었을 경우 35*35*65(cm)입니다.

감사합니다."
"2월3일에 주문했는데 언제 출고되는지 확인좀해주세요
이번주 캠핑가서 써야되는데 이번주안에 출고되나요?
주문자 이성균입니다","안녕하세요 고객님~ 
문의주신 상품 순차발송으로 주문량이 많아 입고되는대로 바로 출고중에 있습니다.
모든 주문량 늦어도 다음주 화요일에는 출고완료 될 예정입니다!
늦은배송 다시 한번 진심으로 죄송하다는 말씀드리며 기다려주셔서 감사합니다."
"오늘부터 순차배송인데 언제쯤 배송이 될까요??
추가로 사은품은 1개당 1개씩 주시는거죠?","안녕하세요 고객님~ 
문의주신 상품 순차발송으로 주문량이 많아 입고되는대로 바로 출고중에 있습니다.
모든 주문량 늦어도 다음주 화요일에는 출고완료 될 예정입니다!
늦은배송 다시 한번 진심으로 죄송하다는 말씀드리며 기다려주셔서 감사합니다.

사은품은 1개당 1개씩이 맞습니다 고객님~"
노브랜드에 맞는 커버는 없나요?,"안녕하세요 고객님
문의주신 상품 커버 코튼매트 베이지 상품이있지만, 재고소진으로 차주 월요일에 입고될예정입니다ㅜ
좋은답변 드리지못해 정말 죄송합니다."
2/4일에 구매했는데 2/28일 순차배송에 포함되는거 맞나요?,안녕하세요 고객님 지금 순차배송으로 보내드리고 있어 이번주 금요일 늦어도 다음주 화요일까지는 모든 제품 배송 완료할 것 같습니다. 기다려주셔서 대단히 감사합니다
작년에 구매한 제품이라 택배 상자가 없구 as기간이 지나서요 텐트 수리 업체에 보내야 될거 같습니다 어떤게 문제 인지 몰라서 문의 드렸어요,안녕하세요 고객님 저희측에서 as진행가능하십니다. 자세한 사항은 톡톡 주시면 저희가 진행해드리도록 하겠습니다 감사합니다
"메인폴대에 바람이 빠지는거 말씀해주셨는데 메인 폴대면 지붕 가운데 말하시는건가요?
피칭 시간은 40분정도 됐어요","네 맞습니다 고객님 메인폴대는 앞문과 폴대가 이어진 부분입니다! 
서브폴대는 반대부분 폴대제외한 프레임이구요.

피칭시간 40분정도면 아마 에어빔에 손상이 갔을 것 같은데 제품 저희에게 보내주시면 as 처리 도와드리도록 하겠습니다.
괜찮으실까요?"
마지막사진제품 xjc07?이것만 2키로대 무게인가요?가벼운걸 찾고있어서요..,안녕하세요 고객님 현재 XJC07과 수비다 야전침대 모두 2kg대 제품입니다!
인텍스는 재고있나요?,안녕하세요 고객님 인텍스 제품은 현재 품절인 상황입니다 감사합니다
텐트에 에어 빵빵하게 들어가서 딴딴한대 시간이 좀 지나다 보면 지지하지 못하고 지붕 삼각형 부분이 접히면서 쓰러져요 왜그러는걸까요? 쓰러져 있을때 만져봐도 빵빵하게 에어는 들어가 있어요,안녕하세요 고객님 혹시 메인폴대 쪽에서 바람 빠짐이 있는게 아닐까 싶습니다 채워놓으시고 지속시간이 어떻게 되실까요?
베이지 재입고 알고 싶어용!,"안녕하세요 고객님
문의주신 상품 재입고 예정이없습니다ㅜ
좋은답변 드리지못해 죄송합니다."
"사장님 믿고 주문합니다.
제품 주문/확인 잘 해주셔서 양품으로 빠른배송 부탁드립니다.","안녕하세요 고객님 수비다입니다.
우선 저희 야전침대 상품을 주문해주셔서 정말 감사합니다.

고객님께서 주문해주신 상품 금일 발송될 예정에 있으며 오후 5시경 송장번호 기입예정에 있습니다 !
저희 상품이 고객님께 만족을 드릴 수 있기를 바랍니다 :)

감사합니다~"
인텍스 프림에어 퀸 지금 구매 가능한가요?,안녕하세요 고객님 수비다입니다. 해당 제품 현재 품절로 확인되십니다 ㅜ
"xjc04레버 프레임만 별도 구매 가능한가요?
가격은 얼마인가요","안녕하세요 고객님
톡톡으로 구매내역과 문의내용주시면, 답변드리겠습니다.
감사합니다."
도데체 배송은 언제되는겁니까?월요일 오전에 구매했는데 계속 송장번호만뜨고 택배사 전달은 안된거같고 이건 어떤 경우죠?,"안녕하세요 고객님
우선 배송이 지연되어 정말 죄송합니다.
주문해주신 상풍 오늘 13~17시 사이에 배송될예정입니다.
불편을끼쳐드려 정말 죄송합니다."
오늘 입금 완료했는데 금요일전까지 받을수 있나요.,네 가능하십니다 고객님 감사합니다
1월에 구매했는데 명절 끝나고 보내준다고 하고 아직도 안왔네요 늦으면 늦는다는 연락이라도 하셔야되는거 아닌가요?,안녕하세요 고객님 해당 제품 현재 재입고중에 있어서 다음주 화요일날 배송 출발할 예정입니다 미리 말씀드리지 못해 대단히 죄송합니다
접었을때 싸이즈 얼마나되는지 알려주세요,안녕하세요 고객님 해당 제품 수납했을때 사이즈 16*14*43cm입니다 감사합니다
그레이 2개 주문했습니다. 좌우 짝 맞춰서 보내주시면 감사하겠습니다.,네 알겠습니다 감사합니다
프림에어 재고잇나요,안녕하세요 고객님 해당 제품은 현재 품절인 상태이며 유사한 스펙인 수비다 에어매트 46cm 제품은 다다음주에 배송이 가능합니다 감사합니다
"배송관련 문의드려요
전주 토요일경주문했는데 배송이 안되서요
언제 배송되나요? 토요일 오전까지는 받아야되서요",안녕하세요 고객님 해당 제품 명일 배송출발할 예정입니다 기다려주셔서 감사합니다!
"13일날 35cm주문했는데 다음주 금요일까지 배송될까요?
안되면 취소하려구요~","안녕하세요 고객님
해당 상품 현재 상세페이지 상단에 기재된 것과 같이 상품 재입고 진행 중에 있는 상황입니다. 
그로 인하여 다음주 금요일 배송 확답을 드릴 수 없는 점 양해 부탁드립니다.
감사합니다."
리뷰 봤는데 어떤제품은 메트리스에 네이쳐하이크라고 써있고 어떤건 안써있는데 네이밍이 되어있는 제품인가요??,"안녕하세요 고객님
해당상품 노브랜드 상품과 네이처하이크 상품을 따로 판매 중에 있어 옵션명 확인해주시면 감사하겠습니다 !
감사합니다 ~"
답변 감사합니다~ 넵 목요일에 여기로 답글 달아주시면 감사하겠습니다,"안녕하세요 고객님
우선 배송이지연되어 정말 죄송합니다
주문해주신 상품 2.28일에 입고예정중에있으며, 입고되는대로 빠른 출고 도와드리며, 취소 원하시면 취소처리 도와드리겠습니다.
불편을끼쳐드려 정말 죄송합니다."
안녕하세요 46cm  구매하였는데 25일까지는 받아볼수있나요? 26일날 시골가서 사용하고 두고 올려고  구매했거든요..,안녕하세요 고객님 본 상품 다음주내로 입고될 예정입니다만 안내주신 날짜에 정확하게 배송이 가능할지는 확답을 드리기 어려운 부분이 있습니다 ㅠ 혹시 목요일쯤 확답 드려도 괜찮을까요??
"오늘  2/14(화) 구매했는데 혹시 언제 발송 가능하실까요??

이번주캠때 써야되서",안녕하세요 고객님 해당 제품 금일 배송 출발 가능합니다 감사합니다
"NH400이랑 재질, 스펙 동일한건가요??
단지 메이커만 다르나요?",네 맞습니다 고객님!~ 스펙은 동일합니다!
만약 오늘 침낭결재하면 언제 배송 도착이 되는가요?? 다음주 쓸예정이라서요...,안녕하세요 고객님 해당 제품 현재 재입고중에 있어서 다음주 수요일쯤 배송 가능할 예정입니다 감사합니다 고객님
"안녕하세요 수고하십니다!
오늘 2개 구매했는데 좌우 결합되도록 배송부탁드릴게요!
그럼수고하세요^^","안녕하세요 고객님
해당 상품 좌우 연결가능하도록 금일자로 발송 도와드릴 수 있도록 하겠습니다 !"
혹시 46cm제품은 언제 배송될까요,안녕하세요 고객님 해당 옵션 제품 또한 2월말에 입고되어 배송이 가능할 예정입니다 ㅠㅠ 기다려주셔서 대단히 감사합니다
인텍스 프림에어 퀸 결제시 20일까지 배송 가능할까요??,안녕하세요 고객님 해당 제품 현재 재고가 없어 주문이 불가한 점 양해 부탁드리겠습니다. 감사합니다
"산지 일주일도 안돼 바닥부분 구멍나고 구멍떼워도 공기 심하게 빠지는 현상으로 교환요청드렸습니다
채팅문의로는 답장도 확인도 없으시고 전화번호는 막혀있어서 이쪽에 글남깁니다
교환해준다고 회수한 물건 도착한지가 그제 오후인데 앞으로 어떻게 교환절차 진행될건지 답장을 주셔야죠
최소한 '물건받았고 검토후 답변주겠다'라고라도 말씀했으면 제가 공개게시판에 글 남깁니까?
그냥 알아서 할테니 냅두라 이건가요? 아닌말로 이대로 문의 무시해버리면 전 연락할 방법도 없고 환수제품 보낸 건도 유야무야 공중분해 되버리는데요?
지금 제품설명보니 품절로 월말 배송이라는데 제껀 잔량이 있어 보내주는건지 아님 수리를 하는건지 뭐 아무것도 알수가 없고 일정도 안알려주고... 상식적인 응대좀 바랍니다",고객님 해당 부분에 대해서 반품 제품 어제 확인 하였고 손상부위 파악하여 as완료하여 테스트도 하루 거친 상태입니다. 반품이 되는 제품들 일일히 확인하고 말씀드리고 있다는 점 참고 부탁드리겠습니다
어제주문 했는데 언제 배송되나요?,안녕하세요 고객님 해당 제품 다음주 월요일날 배송될 예정입니다 감사합니다
"안녕하세요. 배송문의 입니다. 
제가 2월 26일에 장박캠핑을 예약했는데요, 24일까지 물건을 받아볼 수 있을까요? 된다고 하시면 바로 구매 하려구요. 그리구 46cm 사이즈는 펌프는 포함 아니죠?",안녕하세요 고객님 46cm 제품도 펌프 내장형이구요 26일전까지는 무조건 받아보실 수 있으실겁니다 구매고려해주셔서 감사합니다
"오늘 2개 구매했습니다
좌우로 맞춰서 발송부탁드립니다",네 알겠습니다 고객님 요구하신대로 발송 도와드리도록 하겠습니다 감사합니다
"안녕하세요 :)
구매 후 늦게 후기 남깁니다.
처음 배송 받아서, 첫 피칭하고 30분후에 가보니, 바람이 다 빠져있었어요ㅠㅠ 보니 앞쪽에 새끼손가락만한 구멍이 나있더라고요ㅠㅠ 이런 경우 어떻게 해야 하나요?",안녕하세요 고객님 해당 제품 사진 저희에게 보내주시면 조치 하도록 하겠습니다 불편을 끼쳐 드려 죄송합니다
"2월말이면 2월안에 제품 받을수있을까요?? 
3월1일에 장박에 설치해야하는데 일정 확인좀 부탁드려요",안녕하세요 고객님 해당 제품 2월 20일정도에 입고될 예정입니다 참고해주시고 구매해주시면 감사하겠습니다
블랫 재입고 예정은 없나요?,"안녕하세요 고객님
문의주신 상품 블랙옵션은 생산되지않으며, 입고되지않습니다ㅜ
좋은답변 드리지못해 죄송합니다."
에어펌프 충전은 어떻게 해야되나요?? 한번 완충하면 30분 사용가능이 주입이랑 배출 포함인거죠?!,안녕하세요 고객님 에어펌프 충전은 같이 배송해드린 c타입 충전기로 충전 가능하십니다. 한번 완충하면 주입이랑 배출 포함해서 30분 사용 가능 하십니다. 감사합니다
주문해놓고 Q&A보다 궁금해져서요. 어느 정도 압까지 버티는거죠?? 펌프로 주입하다가도 터져버릴 수 있나요?? 금방 터져 일회용으로 끝날까봐 문의드립니다.,안녕하세요 고객님 해당 제품 과주입으로 인해 과팽창현상이 있을 수 있습니다. 다만 4분정도 충전을 해놓고 사용하신다면 과주입으로 제품이 손상가지는 않을 겁 니다 감사합니다
2월1일날 구매했는데 언제 발송되나요?,안녕하세요 고객님 현재 본 제품 품절인 상황이라 2월말에 입고되면 배송이 가능할 것 같습니다 ㅠㅠ 본 제품 현재 구매하고 기다려주시는 분들에게는 수비다 담요를 한개씩 증정을 해드리려고 합니다 기다려주셔서 대단히 감사합니다.
"제품 재고있나요?
결제하고보니 상품상세설명 윗부분에 마감되서 2월말 입고한다는 문구가있어서요.
품절아닌이상 일주일안으로 배송되는거맞죠?",안녕하세요 고객님 현재 본 제품 품절인 상황이라 2월말에 입고되면 배송이 가능할 것 같습니다 ㅠㅠ 본 제품 현재 구매하고 기다려주시는 분들에게는 수비다 담요를 한개씩 증정을 해드리려고 합니다 기다려주셔서 대단히 감사합니다.
"일던 구매는
했는데 25일
캠핑가기 전에는 오겠죠???",안녕하세요 고객님 해당 제품 그전에 출발할 예정입니다 감사합니다
재입고 예정이 언제인지 알수있을까요 한달안에만 배송 될수있으면 구매하려고합니다,안녕하세요 고객님 해당 제품 현재 재입고 여부를 정확하게 파악을 할 수 없는 상황인걸 참고해주셨으면 감사하겠습니다
지금 구매하면 얼마나 걸리나요?,안녕하세요 고객님 본 상품 2월말에 배송 가능하십니다. 현재 구매해주고 기다리시는 분들에게 수비다 블랭킷 하나를 증정해드리려고 합니다 참고해주시면 감사하겠습니다.
주문했습니다. 괜찮은제품으로 부탁드립니다🙂,안녕하세요 고객님 해당 제품 재입고되는대로 좋은 제품 바로 배송 도와드리도록 하겠습니다 감사합니다
"상품잘받았습니다.
이거 대략 3~4분 에어주입으로 알고잇는데 완벽히들어갓을때도 살짝꿀렁은 잇는건가요?
더넣어보려햇는데 터질까봐 무서워서 스돕하긴햇는데 어느정도까지 에어주입해야되는지 감이안오네요",안녕하세요 고객님! 살짝 꿀렁임이 있을 수 있습니다! 다만 공기를 완충 해주시고 사용하시면서 조금씩 공기를 추가로 주입해주시는걸 권장하고 있습니다 감사합니다
언제 발송될까요?!,"안녕하세요 고객님. 노는 개 최고양입니다. 
12월 20일에 6891-1987-4750송장으로 출고 도와드렸습니다. 감사합니다."
"안녕하세요. 네이버쇼핑 분쟁조정센터입니다.

[경기도청]으로부터 해당 주문 건과 관련된 민원 처리 요청 공문이 접수되어 전달드립니다.

고객명 - 김다은
주문번호 - 2024112984294551
상품주문번호 - 2024112992696191

[민원내용]
 - 12.6 제품 수령 후 사이즈가 작아 교환을 하려고 했으나 12.13. 반품 사유를 단순변심으로 잘못 클릭하여 신청했고, 즉시 판매자에게 문의하여 반품 철회를 요청했으나 철회를 무시하고 12.14. 택배사에서 상품을 회수해간 후 반품배송비 6,000원을 추가 지불해야 한다고 함.
 - 신청인은 구매 실수 방지 위해 사전에 사이즈 및 세탁 가능 여부를 문의 후 구입했던 것인데 사이즈가 맞지 않았고 반품 사유도 소비자 변심은 아님을 주장함.
 - 판매자측에서 신청인의 문의와 답장 내용을 캡처 후 보내달라고 했으나 답변 받은 후 삭제한 상태로 신청인은 반품비 부담 없이 전액환불을 요구함.

===
판매자님 해당 민원 건 사이즈 미스로 환불요청 했으나 
사이즈 관련하여 사전 문의 후 구매했기에 단순변심이 아닌 상품정보상이를 주장하며 무상환불 요청으로 접수되었습니다.

전자상거래법 18조 10항에 따라 상품정보상이의 경우 반품배송비용의 부담은 판매자님이시나
현재 저희 네이버페이에서 상품정보상이에 대해서 판단하기는 어려운 상황입니다.

혹 구매자의 요청에 따라 무상환불처리 가능할지 확인 부탁드리며
불가할 경우 상세사유 기재하시어 답변 바랍니다.

원만한 해결을 위해 구매자의 민원내용 확인 후
판매자님의 의사 및 소명 자료를 회신 기한 내에 전달해 주시기 바랍니다.

만약 회신 기간 이내에 민원 요청 사항 미처리 및 회신이 없을 경우
스마트스토어 이용약관에 따라 지급보류 및 제재 대상이 될 수 있습니다.

회신 기한 - 2024년 12월 20일 12시까지
회신 방법 - 답변 또는 이메일 발송

회신 메일 주소 : help_payseller@navercorp.com

감사합니다.","안녕하세요 담당자님
노는 개 최고양입니다.

해당 부분 문의 내용이 남아있지 않기 때문에 저희 측에서 답변을 드린 게 맞는지 확인이 불가한 상황입니다.
네이버 시스템으로 고객님께서 문의하셨던 내용을 확인해주실 수 있다면 저희 측에서 무상환불 도와드릴 수 있으나 내용 확인이 되지 않으신다면 저희 측에서 무상환불 도와드리기 어려운 상황입니다.
만약, 이번에 문의내용이 남아있지 않으나 무상환불을 도와드렸을 때 해당 고객님께서 이번 일을 가지고 추후에도 문의글을 지우셨다는 같은 내용으로 무상환불을 요청하시면 저희는 이후에도 무상환불을 도와드릴 수 밖에 없게 됩니다.
또한, 반품 철회의 경우, 네이버 시스템에서 반품 철회를 도와드려도 택배사에서는 이미 수거 신청이 되었기에 택배기사님께서 방문해주시고 있습니다.
이 때 고객님께서 반품철회하셨다고 말씀해주시면 수거가 되지 않고 있으나 고객님께서 택배기사님께서 수거를 하신 상황을 보아 고객님께서 기사님께 상품을 전달해주신 것으로 보입니다.
이 점도 같이 확인해주시면 감사하겠습니다.

*네이버 시스템 상 고객님께서 문의글을 남기셨던 부분의 데이터가 남아있다면 무상환불 처리 도와드리겠습니다.
남아있는 데이터 사진은 아래 이메일로 전달주시면 감사하겠습니다.

회신 메일 주소 : help@piaar.co.kr"
"당근노즈워크 흡착판있는거는 프리미엄 에만
있는건가요? 아니면 다 른상품들도 다포함된건가요?","안녕하세요 고객님
노는 개 최고양입니다.

프리미엄 상품에만 흡착판이 포함되어있으며 다른 상품들에는 흡착판이 포함되어있지 않은 점 안내드립니다.
감사합니다!

항상 좋은 하루 보내세요 ~"
배송은 언제 되나요,"안녕하세요 고객님. 노는 개 최고양입니다. 
해당 상품 금일자로 출고 도와드리겠습니다. 감사합니다."
취소해주세요 교환 보내고 반품 수거 완료 일주일이 지났는데 연락도 없네요,"안녕하세요 고객님. 노는 개 최고양입니다. 
먼저 불편을 드려 정말 죄송합니다. 반품시 배송비 같이 환불되어 톡톡으로 입금 계좌 전달드렸습니다. 왕복 택배비 확인 후 저희 측에서 반품처리 도와드리겠습니다."
"11월23일로 교환요청하여 수거해가시고 교환비까지 결제까지 다하고
톡톡문의했을때 계속 금요일 입고예정이라 제품 들어오면 보내주신다고 하셨는데 
교환 보낸지 거의 한달 다되갑니다. 
정확히 언제 보내준다는 연락도 따로 안주시고, 문의할때마다 입고될 예정이라고 하시는데 기다리다가 목 빠지겠네요.  교환 해주기는 하시나요?","안녕하세요 고객님. 노는 개 최고양입니다. 
먼저 교환출고가 지연돼서 정말 정말 죄송하다는 말씀드립니다. 
해당 상품 s 사이즈가 재입고 과정에 문제가 생겨서 재입고가 지연되고 있습니다. 
다음 주 수요일 전 재입고 예정으로 되있으며 다음 주 재입고시 최대한 빠른 출고 도와드릴 예정입니다. 
고객님께서 취소나 반품 원하시면 저희 측에서 최대한 빠른 처리 도와드릴 수 있습니다. 
다시 한번 정말 정말 죄송하다는 말씀드립니다."
전체 다리길이 둘레로 65센티인데요 푸들 4킬로 입니다.스몰로 주문해도 될까요?,"안녕하세요 고객님. 노는 개 최고양입니다. 
해당 상품 상세 페이지에 사이즈 확인 후 주문해주시면 감사하겠습니다."
12월 10일 사이즈교환으로 수거해 가셨는데 연락이 없네요.  확인바랍니다.,"안녕하세요 고객님. 노는 개 최고양입니다. 
먼저 교환처리가 지연되어 정말 죄송합니다. 
현재 s 사이즈 상품이 재고 소진되어 이번주 안으로 재입고 예정이 있어서 재입고시 빠르게 교환출고 도와드릴 예정입니다."
상세정보에는 4단 45cm 제품이 있는데 옵션에 없어서 문의드립니다,"안녕하세요 고객님
문의주신 상품 현재 단종되어 판매가 어려운 상품입니다.
현재 30cm,40cm,50cm 상품만 판매중인 점 안내드립니다 !
감사합니다."
"얇은 철망 두께가 어떻게 되나요?
판넬사이 각도를 조절하려면 어떤 방법이 있나요?","안녕하세요 고객님
문의주신 상품 얇은 청망의 경우 3mm이며, 판넬사이의 각도는 90도로만 조절이 가능한 점 안내드립니다.
감사합니다."
다리길이가75인데 딱m싸이즈인데 두꺼운옷입으면 몄cm까지 늘어날까요?,"안녕하세요 고객님
옷마다 늘어가는 길이가 달라 입혀보신 후 직접 사이즈를 재어주시는 것을 권장드립니다"
안녕하세요. 몸무게 7키로.등길이33.가슴둘레 45인데 욕조사이즈 괜찮을까요?,"안녕하세요 고객님
아이에게는 살짝 작으실수도 있는 부분 참고 부탁드리겠습니다.
감사합니다."
"택배사에서 물건이 확인안된다고합니다
확인부탁드리고 언제 받을수있을까요?
그리고 추가 2판 했는데 부속품 같이 오는거죠?","안녕하세요 고객님
해당 제품 네이버 톡톡으로 안내드린 바와 같이 참고 부탁드리겠습니다.
감사합니다."
"판매자님,주소를 잘못해서 보냈나보네요.
배송조회 들어가보니
제가 사는 곳은 지방인데  배송지가 서울로 되어있고  문자온 기사님도 서울이네요.
확인해봐주세요
그리고 당일발송이라서 어제 빨리 주문했는데.
오늘 새로 보내주세요","안녕하세요 고객님. 노는 개 최고양입니다. 
먼저 불편을 드려 죄송합니다. 
톡톡으로 배송지 다시 보내드렸습니다. 확인 후 답장주시면 저희 측에서 확인 후 재출고 도와드리겠습니다."
30×30크림은 언제 재입고가능할까요??,"안녕하세요 고객님
해당 제품 금일자로 재입고 될 예정입니다."
"배송완료로 뜨는데, 물품이 도착을 안했어요.
어떻게된걸까요. 주문자 장윤영, 주문번호2024120671756051입니다.","안녕하세요 고객님
아마 사전에 배송완료로 찍어놓으시고 추후에 배달을 해주시는 기사분들이 간간히 계셔서
익일 오전까지 못받아보신 경우 다시 한번 문의주시면 확인 후 안내 도와드리도록 하겠습니다."
화이트 플라워 라지 품절인가요?? 옵션에는 엑스라지 밖에 없어요,"안녕하세요 고객님
해당 제품 현재 재입고 일정이 없어
양해의 말씀 부탁드리겠습니다."
"말티푸 등길이30앞다리30뒷다리30몸무게3kg
Xs S중 어떤걸로 해야할까요?","안녕하세요 고객님
S사이즈를 추천드리며 참고 정도만 해주시면 좋으실거 같습니다.
감사합니다."
